name	Email Address	Website	Description	Address	Phone	Fax	800 Number	TDD
Support Organization for Trisomy 13/18 and Related Disorders, UK	enquiries@soft.org.uk	http://www.soft.org.uk	The Support Organisation for Trisomy 13/18 and Related Disorders (SOFT UK) is an international, UK-based organization that serves families affected by trisomy 13/18, related disorders, and rare conditions for whom no other organization exists. SOFT provides support, assistance, and information for families in many different situations and stages of diagnosis, caregiving, and for some, grief. SOFT offers informational packets, booklets, a "link list"networking service, a newsletter, support groups, patient education, advocacy, a journal, a database, and a variety of audio-visual aids. SOFT serves the UK, the USA (in conjunction with SOFT USA), Scandinavia, Europe, New Zealand, and Australia; and through member resources, SOFT supports the English, Italian, French, German, Danish, and Swedish languages.	c/o Christine Rose48 Froggatts RideWest Midlands,  B76 2TQ SOFT United Kingdom	1213513122	NA	NA	NA
Indoor Air Quality Information Clearinghouse	IAQINFO@aol.com	http://www.epa.gov/iaq/index.html	The Indoor Air Quality Information Clearinghouse (IAQ INFO) provides information, referrals and publications on indoor air quality issues. Information regarding pollutants and pollutant sources, health effects and methods for controlling indoor air pollution in residential, office and school settings is available.	1200 Pennsylvania Avenue, NWMail Code 6609JWashington, DC 20460 USA	2023439370	2023432394	NA	NA
American Association of Suicidology	NA	http://www.suicidology.org	The American Association of Suicidology (AAS) is a non-profit, voluntary organization dedicated to understanding and preventing suicide. Founded in 1967, AAS promotes research, public awareness programs, and education and training for professionals and volunteers. In addition, it serves as a national clearinghouse for information on suicide. Membership of AAS includes mental health professionals, researchers, suicide prevention and crisis intervention centers, school districts, crisis center volunteers, survivors of suicide, and a variety of lay persons who have an interest in suicide prevention. A primary objective of AAS is to help suicide prevention and crisis intervention centers throughout the United States and Canada provide quality services. AAS develops public service announcements regarding suicide prevention and sponsors yearly conferences and training for clinicians as well as those who have lost someone to suicide. Educational materials produced by the organization include "Suicide and Life-Threatening Behavior," a quarterly journal entitled "Newslink," a quarterly newsletter, and a number of suicide prevention pamphlets.	5221 Wisconsin Avenue, NWWashington, DC 20015 	2022372280	2022372282	NA	NA
Family Support Center	ECoyne@njcaregivers.org	http://www.familyresourcenetwork.org/home.html	The Family Support Center (FSC) is a non-profit organization dedicated to providing an array of services, accessible through a toll-free number, to families of individuals with disabilities and special health care needs as well as professionals throughout the state of New Jersey. Established in 1994, the Epilepsy Foundation of New Jersey developed a "one-stop" shopping Family Support Center program model, which was designed to help families and professionals to have access to up-to-date information, services, and resources on a local, state, and national level. Consisting of 500 members, educational materials include the Family Support Lending Library, which contains a large variety of materials on disabilities, family experiences, programs and resources; and a Private Provider Directory, to assist families in identifying their own private respite care providers. The Family Support Center maintains a database of individuals statewide, who are available to provide in-home respite services and their "Options" was developed as a "family-friendly" guide for parents and family members of a child with a disability. The manual includes information on a variety of disabilities, as well as parent-to-parent tips on how to access national, state, and local programs, resources, and services. Program activities include a resource database that offers comprehensive information on National Family Support initiatives, program models, family support issues and research, information on local and state resources, availability of services from New Jersey provider agencies, as well as adjunct services are updated and collected regularly and the "Telephone Network," which enables parents to be matched with a support parent whose situation is similar. The telephone network experience allows parent opportunities for the sharing of experiences, the discovery of new ways of coping and the provision of links with agencies and community options. The "Family Support Workshops," regarding issues in family support, topics, as requested by families, include recreation, circles of support, estate planning, advocacy, siblings, etc.	Lions Head Office Park35 Beaverson BlvdBrick, NJ 8723 	7322628020	7322624373	8883760376	NA
Transplant Recipients International Organization, Inc.	info@trioweb.org	NA	The Transplant Recipients International Organization, Inc., (TRIO) is a non-profit organization dedicated to improving the quality of life of transplant candidates, recipients, and their families. Through the TRIO Headquarters and a network of chapters, TRIO serves its members by promoting organ and tissue donation; providing support to transplant candidates; providing current information on developments in organ and tissue donation; and making known to federal, state, and local government bodies the concerns and needs that affect the welfare of transplant candidates, recipients, their families, and donor family members. The organization hopes to effectively communicate its views to the general public on issues in the field of transplantation and organ and tissue donation. Established in 1987 and consisting of 4,000 members, TRIO provides numerous educational materials including brochures and a fact sheet. In addition, TRIO works closely with the United Network of Organ Sharing (UNOS) to manage the Organ Procurement Transplant Network and the Scientific Registry.	2100 M Street NW 170-353Washington, DC 20037-1233 USA	2022930980	NA	8008746386	NA
Blanche Fischer Foundation	bff@bff.org	http://www.bff.org/	The Blanche Fischer Foundation (BFF) is a 501 (c)(3) private non-profit foundation that provides direct grants to disabled or physically handicapped people in financial need. Applicants to this program must be permanent Oregon residents, physically handicapped, and demonstrate financial need; and the foundation must approve the purpose or expense that the grant money is going towards. The foundation is orientated to help individuals rather than organizations, but as in many situations, uses its discretion as the final determinant in each case.	1509 SW Sunset Blvd., Ste. 1BPortland, OR 97239 	5032464941	5032464941	NA	NA
Stickler Involved People	sip@sticklers.org	http://www.sticklers.org	The Stickler Involved People (SIP) is a voluntary organization dedicated to educating and giving support to those affected by Stickler syndrome. Stickler syndrome is a rare genetic disorder that affects connective tissue, including the joints, eyes, palate, heart, and hearing. The disorder is characterized by possible vision problems, hearing loss, early arthritis, cleft palate, and heart murmurs. It is extremely variable from case to case. Established in 1995, the organization focuses on patient networking and communication as the most effective and personal means of helping people who have this condition. In addition, the group utilizes its newsletter and on-line correspondence to further develop interpatient contact. SIP publishes informational brochures, a quarterly newsletter, and physician updates, and offers a networking service and a database of information for affected individuals. SIP also has an annual conference. New in 2003 is a college scholarship for a high school graduate diagnosed with Stickler syndrome.	15 AngelinaAugusta, KS 67010 	3167752993	NA	NA	NA
Cushing’s Support and Research Foundation, Inc.	cushpace@gmail.com	http://www.csrf.net	The Cushing's Support and Research Foundation, Inc., (CSRF) is a non-profit organization dedicated to providing information and support to individuals and family members affected by Cushing's disease and Cushing's syndrome. Cushing's syndrome is a rare endocrine disorder caused by abnormally increased secretion of adrenocortical hormones due to tumors of the adrenal cortex, a tumor in the pituitary gland or ectopic (usually lung or pancreatic) tumors. Established in 1995, the Cushing Support and Research Foundation is committed to increasing public awareness of these two disorders; serving as a source of information and support for healthcare professionals; and raising and distributing funds for Cushing's disease and Cushing's syndrome research. The foundation also enables affected individuals to exchange information, resources, and support through its networking program; provides appropriate referrals (e.g., to support groups); and offers a variety of educational materials including a newsletter, fact sheets and brochures.	60 Robbins Rd#12Plymouth, MA 02360 	6177233674	6177233674	NA	NA
Iowa Regional Genetic Consultation Service	cathy-evers@uiowa.edu	http://www.idph.state.ia.us/genetics/rg_consultation.asp	The Regional Genetic Consultation Service (RGCS) is a non-profit professional organization serving Iowa and its surrounding states. Established in 1976, the primary purpose of the RGCS is to provide the structure through which comprehensive genetic health care services are provided as an integral component of the state’s health care system. A secondary purpose is to assure the provision of statewide genetics education in order to promote health and prevent disease. Some of the services provided by RGCS include case finding, diagnostic evaluations and confirmatory testing, medical management, provision of information to individuals and families, case management, and education and consultation.	321 E. 12th StreetDes Moines, IA 50319-0075 	5152817689	3193563347	8662279878	NA
National Transplant Assistance Fund	NTAF@transplantfund.org	http://www.transplantfund.org	Established in 1983 by medical professionals, the National Transplant Assistance Fund (NTAF) is a non-profit organization dedicated to assisting organ/tissue transplant patients, and more recently, catastrophic injury patients, with the social, emotional, and financial problems that develop as a result of their disorders. NTAF educates and guides families in how to organize, launch, and sustain grass roots fundraising campaigns in their own communities. Money raised is used to pay for the uninsured expenses associated with severe medical conditions. The fund also promotes public education through organ donor drives, seminars, and lectures. The National Transplant Assistance Fund produces and distributes a wide variety of educational and support materials. These materials include a patient and family support brochure, an informational brochure for transplant professionals, organ/tissue donation brochures, a biannual newsletter, videos, organ donor cards, bumper stickers, fact sheets, buttons, green ribbons, and banners.	150 N. Radnor Chester RoadSuite F-120Radnor, PA 19087 USA	6103539684	6105356106	8006428399	NA
Stickler Syndrome Support Group	info@stickler.org.uk	http://www.stickler.org.uk	The Stickler Syndrome Support Group (SSG) is a voluntary health organization located in the United Kingdom. The group is dedicated to raising awareness among the general public and medical professionals. Stickler syndrome is a genetic disorder that affects the body's collagen (connective tissue), particularly the joints, eyes, palate, heart, and hearing. The disorder is extremely variable from case to case. It is characterized by possible vision problems, hearing loss, early arthritis, cleft palate, and heart murmurs. The support group offers information and support to affected individuals and families and to professionals with an interest in Stickler syndrome, and produces a range of publications on different aspects of the disorder. Through the group's quarterly newsletter, members can share experiences and keep abreast of advances in medical research.	PO Box 3351Littlehampton,  BN16 9GB United Kingdom	1903785771	NA	NA	NA
Severe Chronic Neutropenia International Registry	bolyard@u.washington.edu	http://www.depts.washington.edu/registry/	Established in March of 1994, the Severe Chronic Neutropenia International Registry is a research organization supported by the NIH and directed by an advisory board of physicians who treat individuals with severe chronic neutropenia (SCN). Chronic neutropenia is a blood disorder in which the bone marrow produces a decreased number of certain white blood cells known as neutrophils. Abnormally low levels of neutrophils can cause affected individuals to become more susceptible to certain bacterial infections. The mission of the registry is to establish a worldwide database of treatment and disease related outcomes for individuals diagnosed with SCN. It is hoped that the information collected will lead to improved medical care and a focus for future medical research. The registry is international, serving patients and healthcare practitioners located in the United States, Canada, Europe, Australia, South America, Asia, and the Middle East.	Severe Chronic Neutropenia International RegistryUniversity District BuildingSeattle, WA 98105 USA	2065439749	2065433668	8007264463	NA
Southeastern Regional Genetics Group, Inc.	mlane@sergginc.org	http://www.sergginc.org/	The Southeastern Regional Genetics Group, Inc. (SERGG, Inc.) is a network of providers of clinical genetic services, public health departments, consumers, and related laboratory services that are working together with individuals affected by genetic disorders and their families. SERGG, Inc. collects and disseminates information about genetic services, newborn screening programs, and other health services related to genetics in the region; implements quality assurance for genetic services; keeps members informed about upcoming meetings and new resources; organizes an annual meeting at which members meet to exchange information, make oral and poster presentations; and supports research to promote better genetic services.	P.O. Box 1642Decatur, GA  30031-1642 	4047788551	4047788562	NA	NA
National Kidney Foundation Serving Connecticut	nkfct@kidney.org	http://www.kidneyct.org	The National Kidney Foundation (NKF) of Connecticut is a voluntary, non-profit, service organization dedicated to preventing kidney and urinary diseases and improving care and services for affected individuals through research, public and professional education, and patient services. Established in 1964, NKF of CT provides information on kidney disease, stones, kidney failure, dialysis, diabetes, and high blood pressure. It conducts Quality-of-Life conferences for dialysis and transplants patients; provides Pre-Dialysis information packets; educates nurses about their role in the organ donation process; and makes research funds available to renal physicians, nurses, social workers, and dietitians to encourage new investigators. The Foundation also funds a Research Database of kidney and urology patients in Connecticut as a resource for scientific research. In addition, the Foundation creates specialized task forces; holds patient forums and annual medical symposia; and offers patient services, including financial assistance and medical identification jewelry. The NKF of Connecticut sponsors Kidney Early Evaluation Program screenings to detect high-risk populations for kidney disease. The NKF of Connecticut also has the KidNeeds Program, which sponsors events for pediatric kidney patients and their families. The Foundation also offers referrals and provides educational and support information through its database, quarterly newsletter, new patient information packets, annual reports, audio-visual materials, and pamphlet series.	1463 Highland AvenueCheshire, CT 06410-1216 USA	2034397912	2034397934	8004411280	NA
Li-Fraumeni Syndrome International Registry	Dana-FarberContactUs@dfci.harvard.edu	http://www.dfci.harvard.edu	The Li-Fraumeni Syndrome International Registry (DfCI) is a non-profit health organization dedicated to compiling data concerning families with Li-Fraumeni syndrome and providing them with information regarding surveillance and intervention options. Li-Fraumeni syndrome is a familial disorder consisting of the appearance of early breast cancer. Established in 1969, the registry provides referrals to genetic counseling and other services and works to educate affected families and healthcare professionals. It provides a variety of educational and support materials, including a regular newsletter, videotapes concerning genetic testing, brochures, and fliers.	450 Brookline Ave.Boston, MA 02215-5450 	6176323000	6176323161	8008286622	6176325330
National Healthy Mothers, Healthy Babies Coalition	NationalHMHBCoalition@gmail.com	http://www.hmhb.org	The National Healthy Mothers, Healthy Babies is a non-profit, self-help, service organization dedicated to promoting public awareness and education concerning prenatal health issues, particularly preventive health habits for pregnant women and their families. Established in 1990, this national coalition has over 100 members, representing national voluntary organizations, health professional organizations, and the federal government. This service group is organized into several working issue committees	4401 Ford AvenueSuite 300Alexandria, VA 22302 USA	7038374792	7036640485	NA	NA
National Sudden and Unexpected Infant/Child Death Resource Center	info@sidscenter.org	http://www.sidsresources.org/	The National Sudden and Unexpected Infant/Child Death Resource Center provides resources, referrals, and technical assistance to SIDS families, public health, other professionals, and the general public. NSUICDRC produces information sheets and other publication on SIDS and related topics. NSUICDRC provides references and referral services online, grief and bereavement, medical research, and risk reduction resources, and provide annotated bibliographies from NSUICDRC's database.	2115 Wisconsin Avenue, NWSuite 601Washington, DC 20007 	2026877466	2027849777	8668667437	NA
Seattle Children’s Hospital	NA	http://www.seattlechildrens.org/clinics-programs/genetics/	The Division of Medical Genetics, Children's Hospital and Medical Center, Seattle, Washington, (SCH) is a non-profit medical genetics clinic primarily serving families in the Pacific Northwest. The Clinic also serves families across the U.S. and from other countries in some cases. Families who come to the Medical Genetics Clinic are either self-referred or referred by a physician with concerns about a birth defect or inherited disorder. Several areas are discussed during the clinic visit, including the diagnosis, cause of the disorder, recurrence risk within the family, treatment, and long-term outlook for the condition. Families are also provided with information about available medical and community resources for children with specific conditions. The Medical Genetics Clinic provides genetic counseling; engages in patient advocacy; promotes and supports research; and offers a variety of educational and support information through its database, reports, and brochures.	Medical GeneticsBox 5371 4800 Sand Point Way NESeattle, WA 98105 	2069872000	2065262217	8669872000	2069872280
Department of Human Genetics at Mt. Sinai Medical Center	robert.desnick@mssm.edu	http://icahn.mssm.edu/research/genomics	The Department of Human Genetics at Mount Sinai Medical Center (MSSM) is a multi-disciplinary, advocacy non-profit organization that provides clinical and laboratory services to a wide range of patients and families from the greater New York City metropolitan area. The Clinical Genetics team provides complete diagnostic management, treatment, and counseling services for people affected by genetic disorders and their families as well as comprehensive prenatal diagnostic services. In addition, the Department has extensive research laboratories directed by geneticists working on improved diagnostic methods and new treatments for various genetic disorders. Currently, there are 80 staff members including 17 faculty and 10 genetic counselors in the Department. The Department of Human Genetic produces several educational and support materials including brochures, journal reprints, Spanish language materials, and a regular newsletter. The Center also provides appropriate referrals, conducts genetic counseling and offers extensive training programs including a residency in Medical Genetics and a Master's degree program in Genetic Counseling.	Mt. Sinai School of MedicineDept. of Human GeneticsNY, NY 10028 	2122416947	2128603316	NA	NA
Opsoclonus-Myoclonus Support Network, Inc.	sandragreenberg@ hotmail.com	NA	The Opsoclonus-Myoclonus Syndrome Network (OMS)is a non-profit organization dedicated to providing information and support to parents of children with opsoclonus-myoclonus syndrome. Myoclonus is a neurological movement disorder characterized by sudden, involuntary contractions of a muscle or groups of muscles. Opsoclonus is a condition in which there are nonrhythmic vertical and horizontal movements of the eyes. Established in 1994, the Opsoclonus Myoclonus Syndrome Support Network, Inc., enables parents and families to exchange information, support, and resources.	2116 Casa Linda Dr.West Covina, CA 91791 USA	6263158125	NA	NA	NA
Family Caregiver Alliance	info@caregiver.org	http://www.caregiver.org	The Family Caregiver Alliance (FCA) is a non-profit organization founded in 1977 to assist families and caregivers of adults stricken with disorders such as Alzheimer's disease, brain injury, stroke, Parkinson's, ALS or other chronic health problems. It operates programs at national, state and local levels to support and strengthen family caregivers. Its national programs include the National Center on Caregiving (NCC), established in 2001, which serves as a central resource on caregiving and long-term care issues for policy makers, service providers, media and family caregivers throughout the country. NCC services include caregiver information and assistance; technical assistance for program developers; research and publications; a web site, and educational programs and conferences on caregiving issues.	785 Market St Ste 750San Francisco, CA 94103 USA	4154343388	4154343508	8004458106	NA
Sudden Arrhythmia Death Syndromes Foundation	laura@sads.org	http://www.sads.org	The SADS Foundation - Sudden Arrhythmia Death Syndromes Foundation (SAD) is a national, non-profit organization that was established in 1991. Its mission is to save the lives of children and young adults who are genetically predisposed to sudden death due to heart rhythm abnormalities. The foundation is dedicated to increasing the general publics knowledge of the warning signs of heart rhythm abnormalities that can cause sudden death in the young. SADS provides information, resources, and support to assist patients and families to make informed medical decisions and to live with the challenges of these conditions. SADS serves as a physician referral resource center and facilitates several family support groups and a person-to-person networking program. The foundation also seeks to provides advice to physicians who care for people with long qt syndrome. In addition, the foundation is interested in the identification of individuals and families at risk for these diseases and in assisting families of those affected. SADS facilitates several family support groups and a person-to-person networking program.	4527 S 2300 ESuite 104Salt Lake City, UT 84117-4448 USA	801-272-3023	8015310945	8007867723	NA
Siblings for Significant Change	NA	NA	Established in 1981, The Siblings for Significant Change (SSC) is a voluntary non-profit organization created by sisters of disabled individuals. The organization was founded on the belief that siblings as well as parents deserved support and guidance. Members of the organization include siblings of individuals with physical, emotional, and/or sensory impairments, cancer, or AIDS. Many members are preparing to assume the role of full-time caregiver to their siblings. Siblings for Significant Change provide advocacy training to siblings of disabled individuals. It offers counseling for siblings in need of support; engages in crisis intervention when required by families; and provides legal assistance to help siblings with matters of disability law and guardianship. In addition, the group promotes legislation that is beneficial to individuals with disabilities and their families; engages in professional education; works to educate the general public through informational multi-media programs; and provides appropriate referrals. The organization also conducts workshops and conferences for siblings; holds regular monthly meetings; conducts informal gatherings for families; and distributes a wide variety of educational and support materials. These include regular newsletters, article reprints, personal stories written by siblings, brochures, and audio-visual aids.	United Charities Bldg.E. 22nd St.New York, NY 10010 	2126432663	2126431244	8008418251	NA
Cystinosis Foundation, Inc.	jean.cystinosis@sbcglobal.net	http://www.cystinosis.com/	The Cystinosis Foundation (CFR) is a non-profit, self-help organization dedicated to providing information and support to individuals affected by cystinosis, a rare inherited lysosomal disorder characterized by the abnormal accumulation of cystine crystals in tissues throughout the body, which may cause certain organs to malfunction. Three main forms of cystinosis are recognized	58 Miramonte DriveMoraga, CA 94556 	9256311588	NA	8886311588	NA
National Alliance on Mental Illness	membership@nami.org	http://www.nami.org	The National Alliance on Mental Illness (NAMI) is a non-profit, voluntary health organization dedicated to providing mutual support, education, advocacy, and research funding for people affected by mental illness, their families, and friends. The organization also serves those who have been diagnosed with schizophrenic depression and other related disorders. Established in 1979, this self-help organization refers individuals to nationwide support groups, services, and outreach programs. Educational materials produced by the organization include a database, directories, annual reports, informational brochures, pamphlets, a bimonthly newsletter entitled "The Advocate," and "The Decade of the Brain," NAMI's quarterly publication for presenting research, clinical practices and advances, and policy updates relevant to serious brain disorders.	3803 N. Fairfax DriveSuite 100Arlington, VA 22203- 	7035247600	7035249094	8009996264	7035167227
Pacific Northwest Regional Genetics Group	pacnorgg@oregon.uoregon.edu	NA	The Pacific Northwest Regional Genetics Group (PACNORGG) is a consortium of providers and consumers of genetics services from Alaska, Idaho, Oregon, and Washington. Established in 1985, the Group is dedicated to improving genetics services in those four states. The Group provides information concerning genetics clinics, programs, and support groups in the Pacific Northwest. It also provides educational and support materials for patients, families, educators, healthcare professionals, and others through its web site.	Pacific NW Regional Genetics GroupClinical Services Bldg.Eugene, OR 97403-5254 USA	5413462610	5413462624	NA	NA
The Arc of the Capital Area	information@arcofthecapitalarea.org	http://www.arcofthecapitalarea.org/index.php	The Arc of the Capital Area (ACA) provides support and information for families of children with disabilities, chronic illnesses, or other special needs. There are no fees for services and the only eligibility requirement is that families want to participate. The program distributes resource information about funding sources, childcare and respite, local support groups, community services, local conferences, and specific disabilities and syndromes. A special program called Kristen's Fund was established as a limited source of funding to assist parents of children with special needs who find themselves unable to pay for essential resources. The Program also operates a parent-matching program for those with children who have similar special needs. Other services include weekly educational and support groups, used equipment exchange, and a lending resource library. The Arc of the Capital Area is the parent group of the Pilot Parent Program.	2818 San GabrielAustin, TX 78705 	5124767044	5124769054	NA	NA
National Aphasia Association	responsecenter@aphasia.org	http://www.aphasia.org	The National Aphasia Association is a non-profit organization dedicated to increasing public awareness of aphasia and other communication disorders, and aiding persons with aphasia and their families. Aphasia is a neurological condition caused by damage to the left hemisphere of the brain in which communication and/or language skills (speaking, reading, writing, and comprehending others) are impaired. The Association's activities include sponsoring support groups, promoting advocacy and legislative programs, supporting ongoing medical research, and maintaining an informational web site. Other activities include support of a response center, publication of a biannual newsletter, sponsorship of biannual national gatherings, and production of fact sheets, reading lists and national listings of community-based support groups. The association also provides contact information for a national network of healthcare professionals who volunteer to respond to families in their area about local resources. A Young People's Network puts families in touch with one another for the purpose of peer support and information exchange.	350 Seventh Avenue Suite 902New York, NY 10007 USA	2122672814	2122672812	8009224622	NA
The Arthrogryposis Group	help@arthrogryposis.co.uk	http://www.tagonline.org.uk	The Arthrogryposis Group (AG) is a non-profit voluntary health organization dedicated to offering contact, information, and support to people with arthrogryposis and their families. Arthrogryposis is a non-progressive condition that limits range of movement in the joints and is accompanied by muscle weakness. Established in 1984, the organization provides information to professionals and other interested parties, encourages public awareness, and furthers research in the field. In addition, the organization sponsors regional events, activity camps, and annual conferences for all families, Group members, and other interested individuals. Educational materials produced and distributed by the organization include a quarterly newsletter, a documentary video, brochures, and an authoritative booklet.	45 Milton RoadHanwellLONDON,  W7 1LQ United Kingdom	NA	NA	0800 028 4447	NA
Cure HHT Foundation	hhtinfo@curehht.org	http://www.curehht.org/	The Cure HHT Foundation International, Inc., is a non-profit organization dedicated to increasing public and professional awareness and understanding of hereditary hemorrhagic telangiectasia (HHT), also known as Osler Weber Rendu syndrome. This is an inherited vascular (blood vessel) disorder characterized by direct connections between arteries and veins with no intervening capillaries, or by the dilation of small vessels. These telangiectases occur in various organs of the body such as the lungs, brain, liver, GI tract, nose, mouth, lips, fingers and toes. The HHT Foundation supports ongoing medical research into the causes, prevention, and treatment of HHT, and offers patient education materials and referrals from a web site and through a toll-free number and an international number. Educational information for medical professionals and for patients is available by mail, via the web site and by newsletter.	P.O. Box 329Monkton, MD 21111 USA	410-357-9932	410-472-5559	NA	NA
Metabolic Clinic at The Children’s Hospital	greene.carol@tchden.org	http://www.thechildrenshospital.org/conditions/genetics/metabolic.aspx	The Metabolic Clinic at The Children's Hospital at the University of Colorado Health/Sciences Center (IMD Clinic) is a regional clinic serving the greater Denver and mountain states area. Founded in 1970, the clinic offers a variety of services related to metabolic diseases of childhood. The clinic offers support groups, engages in patient advocacy, promotes research, and engages in patient, general, and professional education. The clinic also offers genetic counseling, referrals, and a variety of materials including a newsletter, brochures, and audiovisual aids.	University of Colorado Health/Science Center1056 E. 19th Ave.Denver, CO 80218 	7207771234	3037242338	8006246553	7207776050
Wolf Hirschhorn Syndrome Trust for the UK and Ireland	enquiries@whs4pminus.co.uk	http://www.whs4pminus.co.uk	The Wolf Hirschhorn Syndrome Trust for the UK and Ireland (WHST) is a non-profit, self-help organization in the United Kingdom dedicated to gathering and disseminating information about Wolf-Hirschhorn syndrome and enabling parents of affected children to exchange information, support, and resources through its parent networking program. Wolf-Hirschhorn syndrome, a rare chromosomal disorder caused by a partial deletion of the short arm (p) of chromosome 4, is characterized by widely set eyes, an abnormally small head, cleft palate, low-set ears, undescended testicles in affected males, and/or mental and/or psychomotor retardation. Established in 1986, the group coordinates fund-raising activities; acts as a contact point for physicians and other healthcare professionals who are conducting research into the disorder; and provides information on the disorder to affected families, healthcare professionals, and other interested individuals. The group provides a variety of educational and support materials through its database, directory, regular newsletter, reports, and brochures.	1 Hawthorne VillasHolmes ChapelCrewe,  CW4 7AR United Kingdom	8456035338	NA	NA	NA
International Myeloma Foundation	TheIMF@myeloma.org	http://www.myeloma.org	The International Myeloma Foundation (IMF)) is a non-profit foundation dedicated to improving the lives of people affected by myeloma (a bone marrow cancer) while working toward prevention and a cure. The IMF provides programs and services to aid in the research, diagnosis, treatment and management of myeloma. These include	12650 Riverside DriveSuite 206North Hollywood, CA 91607 USA	8184877455	8184877454	8004522873	NA
Neurogenetic Surgery Center at Massachusetts General Hospital	sims@helix.mgh.harvard.edu	http://neurosurgery.mgh.harvard.edu/NeuroGeneticSurgery/#NeurogeneticsUnit	The Molecular Neurogenetics Unit, Massachusetts General Hospital, (MGH) is a clinical facility dedicated to providing information and support to children and adults with genetic disorders or those suspected to be carriers of inherited diseases or conditions. The Molecular Neurogenetics Unit serves families throughout the country, although it primarily serves families in the New England area. The Unit conducts cytogenetic testing and provides genetic counseling; engages in-patient, family, and professional education; makes appropriate referrals; and promotes and supports research. The Unit also promotes patient and family advocacy as well as legislation that are beneficial to affected families. The Molecular Neurogenetics Unit offers a variety of educational and support information through its database, directory, brochures, and audio-visual aids.	Massachusetts General HospitalEast CNYCharleston, MA 2129 	6177265732	6177249620	NA	NA
DHMC Genetics and Child Development Center	NA	http://www.chadkids.org/pc/health_care_services/list_of_services/genetics.html	Th DHMC Genetics and Child Development Center at Dartmouth-Hitchcock Medical Center in New Hampshire is a clinical facility dedicated to providing comprehensive team-based evaluation for children who either have or are suspected of having physical or mental developmental delays and/or underlying genetic conditions. Established in 1972, the Center for Genetics and Child Development serves the states of New Hampshire and Vermont but also sees patients from other demographic regions.	1 Medical Center DriveLebanon, NH 3756 	6036505000	NA	NA	NA
Clinical Genetics Program, Children’s Hospital Boston	NA	http://www.childrenshospital.org/centers-and-services/division-of-genetics	The Clinical Genetics Program is a clinical facility that is associated with the Children's Hospital of Boston, (CHB) Massachusetts. Established in the mid-1970s, the Clinical Genetics Program, which serves the entire United States, is dedicated to diagnosing and coordinating the treatment and care of children with genetic disorders. The Clinical Genetics Program provides genetic counseling and genetic support groups; engages in patient and family advocacy; gives appropriate referrals; and engages in-patient and family education. Educational materials include a brochure series discussing different genetic disorders.	300 Longwood AvenueBoston, MA 02115 	8572184637	6177300466	NA	NA
Association for Macular Diseases, Inc.	association@retinal-research.org	http://macula.org/	The Association for Macular Diseases (AMD) is a national, non-profit, voluntary organization that seeks to inform, educate, motivate, and give practical advice and coping strategies to people with retinal degeneration due to macular disease. Age-related macular degeneration is the major cause of legal blindness in Americans over the age of 50. Established in 1978, the association has workspace, donated by the Macular Foundation, at the Manhattan Eye, Ear & Throat Hospital. The association's quarterly newsletter "Eyes Only" informs members of qualified researchers and the most current optical and electronic devices that improve sight. In addition, it offers referrals for diagnosis and treatment and arranges public seminars with professional specialists. The association also distributes educational brochures and fact sheets about macular degeneration.	210 E. 64th St.8th FloorNew York, NY 10065 	2126053719	2126053795	NA	NA
PHP – Parents Helping Parents, Inc.	info@php.com	http://www.php.com	The PHP - Parents Helping Parents, Inc., is a multifaceted, comprehensive, non-profit, parent-directed family resource center dedicated to assisting children with any type of special need (mental, physical, emotional, or learning disability). The organization was founded in 1976 as a parent support group, but now parent support is only one of numerous services offered by this organization. The mission of the center is to help children with special needs receive love, hope, respect, and services needed to achieve their full potential by strengthening their families and the professionals who serve them. This mission is attained through well informed, supportive, assertive, and caring families; knowledgeable professionals; and family-centered care that is coordinated and based in the community. Programs include bulletin board services, workshops for physicians, a special needs library, networking and peer counseling training, Online Resource Directory, Online Community Calendar of events and Parent Education Series of workshops.	Sobrato Center For Nonprofits San Jose1400 Parkmoor Avenue,Santa Clara, CA 95126 USA	4087275775	4082861116	8667474040	NA
International Dyslexia Association	info@interdys.org	http://www.interdys.org	The International Dyslexia Association (IDA) is a voluntary, non-profit, international organization concerned with the complex issues of dyslexia. IDA membership consists of a variety of professionals in partnership with people with dyslexia and their families. Established in 1949, IDA is committed to helping affected individuals achieve their personal potential, strengthening their learning abilities, and removing educational, social, and cultural barriers to language acquisition and use. In addition, the IDA actively promotes effective teaching approaches and related clinical educational intervention strategies for affected people. The association supports and encourages interdisciplinary study and research; facilitates the exploration of causes and early identification of dyslexia; and is committed to the wide dissemination of research-based knowledge on the condition. IDA provides a bibliography of published materials on dyslexia and a variety of educational brochures and referral services.	40 York Rd4 FloorBaltimore, MD 21204 USA	4102960232	4103215069	8002223123	NA
Skin Cancer Foundation	info@skincancer.org	http://www.skincancer.org	The Skin Cancer Foundation is a non-profit, international, educational, health organization dedicated to providing information on detection and prevention of skin cancer and support to those affected. The foundation seeks to educate the public about the different forms of skin cancer, and promotes and supports ongoing medical research into causes and treatment. The foundation provides support for medical research and training; functions as a major resource center for the media; and works to educate the public. Programs include screening clinics, health fairs, and corporate and community wellness programs. Educational materials produced by the organization include a wide variety of brochures, posters, books, newsletters, and audio-visual materials.	149 Madison AvenueSuite 901New York, NY 10016 	2127255176	2127255751	8007546490	NA
